review_uid,annotation_id,destination,language_review,aspecto,text_clean,input_modelo,label,estado_acuerdo_aspecto,estado_acuerdo_label
gm_72d681b65abb6b19,A000009,Centro Histórico de Lima,en,atractivos,It is great to visit this historic place with lots of ancient monuments and seat of power in Perú. The place is well maintained. A must see place.,aspecto: atractivos reseña: It is great to visit this historic place with lots of ancient monuments and seat of power in Perú. The place is well maintained. A must see place.,positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_72d681b65abb6b19,A001567,Centro Histórico de Lima,en,limpieza,It is great to visit this historic place with lots of ancient monuments and seat of power in Perú. The place is well maintained. A must see place.,aspecto: limpieza reseña: It is great to visit this historic place with lots of ancient monuments and seat of power in Perú. The place is well maintained. A must see place.,positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_3cfbae42d6204e38,A000010,Museo de Sitio Huaca Pucllana,es,atractivos,"El tour es bonito en cuanto el conocer la historia, sin embargo, tienen unos animalitos enjaulados en un área pequeña y sin una sola gota de agua, hay patos en sequía, alpacas, llama, un cuyo creo, todos en malas condiciones, con los recipientes de agua secos por no haber tenido agua quien sabe en cuanto tiempo, me parte el corazón esa crueldad y el único propósito de tenerlos es para mostrarlos a los turistas. Porfavor, nada cuesta mantenerles agua el 100% del tiempo.","aspecto: atractivos reseña: El tour es bonito en cuanto el conocer la historia, sin embargo, tienen unos animalitos enjaulados en un área pequeña y sin una sola gota de agua, hay patos en sequía, alpacas, llama, un cuyo creo, todos en malas condiciones, con los recipientes de agua secos por no haber tenido agua quien sabe en cuanto tiempo, me parte el corazón esa crueldad y el único propósito de tenerlos es para mostrarlos a los turistas. Porfavor, nada cuesta mantenerles agua el 100% del tiempo.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_a312b439d9a62d10,A000011,Circuito Mágico del Agua,es,atractivos,"Una atracción acequible y muy bonita. Si es recomendable ir día de semana pues el fin de semana está abarrotado de gente y quizás pueda ser algo incomodo. Sin embargo, el lugar está muy bien mantenido y lo más bonito es ver el show en la noche. Recomendable!","aspecto: atractivos reseña: Una atracción acequible y muy bonita. Si es recomendable ir día de semana pues el fin de semana está abarrotado de gente y quizás pueda ser algo incomodo. Sin embargo, el lugar está muy bien mantenido y lo más bonito es ver el show en la noche. Recomendable!",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_a312b439d9a62d10,A000012,Circuito Mágico del Agua,es,aforo_multitudes,"Una atracción acequible y muy bonita. Si es recomendable ir día de semana pues el fin de semana está abarrotado de gente y quizás pueda ser algo incomodo. Sin embargo, el lugar está muy bien mantenido y lo más bonito es ver el show en la noche. Recomendable!","aspecto: aforo_multitudes reseña: Una atracción acequible y muy bonita. Si es recomendable ir día de semana pues el fin de semana está abarrotado de gente y quizás pueda ser algo incomodo. Sin embargo, el lugar está muy bien mantenido y lo más bonito es ver el show en la noche. Recomendable!",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_a312b439d9a62d10,A001568,Circuito Mágico del Agua,es,limpieza,"Una atracción acequible y muy bonita. Si es recomendable ir día de semana pues el fin de semana está abarrotado de gente y quizás pueda ser algo incomodo. Sin embargo, el lugar está muy bien mantenido y lo más bonito es ver el show en la noche. Recomendable!","aspecto: limpieza reseña: Una atracción acequible y muy bonita. Si es recomendable ir día de semana pues el fin de semana está abarrotado de gente y quizás pueda ser algo incomodo. Sin embargo, el lugar está muy bien mantenido y lo más bonito es ver el show en la noche. Recomendable!",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_e96d15995f822d29,A000013,Museo de Sitio Huaca Pucllana,es,atencion_servicio,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.","aspecto: atencion_servicio reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_e96d15995f822d29,A001569,Museo de Sitio Huaca Pucllana,es,atractivos,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.","aspecto: atractivos reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_e96d15995f822d29,A001570,Museo de Sitio Huaca Pucllana,es,accesibilidad,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.","aspecto: accesibilidad reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_e96d15995f822d29,A001571,Museo de Sitio Huaca Pucllana,es,aforo_multitudes,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.","aspecto: aforo_multitudes reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",negativo,acuerdo_total_3_de_3,mayoria_2_de_3
gm_dedb539555ee098c,A001572,Centro Histórico de Lima,es,seguridad,"Al momento de ingresar, el lugar está sitiado de policías para resguardar el lugar de posibles disturbios. Sin embargo el lugar está bien cuidado. Es un lugar donde la familia puede visitar.","aspecto: seguridad reseña: Al momento de ingresar, el lugar está sitiado de policías para resguardar el lugar de posibles disturbios. Sin embargo el lugar está bien cuidado. Es un lugar donde la familia puede visitar.",positivo,acuerdo_total_3_de_3,mayoria_2_de_3
gm_dedb539555ee098c,A001573,Centro Histórico de Lima,es,accesibilidad,"Al momento de ingresar, el lugar está sitiado de policías para resguardar el lugar de posibles disturbios. Sin embargo el lugar está bien cuidado. Es un lugar donde la familia puede visitar.","aspecto: accesibilidad reseña: Al momento de ingresar, el lugar está sitiado de policías para resguardar el lugar de posibles disturbios. Sin embargo el lugar está bien cuidado. Es un lugar donde la familia puede visitar.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_dedb539555ee098c,A001574,Centro Histórico de Lima,es,limpieza,"Al momento de ingresar, el lugar está sitiado de policías para resguardar el lugar de posibles disturbios. Sin embargo el lugar está bien cuidado. Es un lugar donde la familia puede visitar.","aspecto: limpieza reseña: Al momento de ingresar, el lugar está sitiado de policías para resguardar el lugar de posibles disturbios. Sin embargo el lugar está bien cuidado. Es un lugar donde la familia puede visitar.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_ff75e71c505d8535,A000016,Valle del Colca,es,costos,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.","aspecto: costos reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_ff75e71c505d8535,A000017,Valle del Colca,es,accesibilidad,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.","aspecto: accesibilidad reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_ff75e71c505d8535,A000018,Valle del Colca,es,atencion_servicio,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.","aspecto: atencion_servicio reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_ff75e71c505d8535,A001575,Valle del Colca,es,atractivos,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.","aspecto: atractivos reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_ff75e71c505d8535,A001576,Valle del Colca,es,gastronomia,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.","aspecto: gastronomia reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_743a1836654b9a1b,A001577,Valle del Colca,es,atractivos,Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,aspecto: atractivos reseña: Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_743a1836654b9a1b,A001578,Valle del Colca,es,limpieza,Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,aspecto: limpieza reseña: Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_f705f9a88b8f2223,A000020,Santuario Histórico de Machu Picchu,en,costos,"This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.","aspecto: costos reseña: This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_f705f9a88b8f2223,A001579,Santuario Histórico de Machu Picchu,en,atractivos,"This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.","aspecto: atractivos reseña: This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",negativo,acuerdo_total_3_de_3,mayoria_2_de_3
gm_f705f9a88b8f2223,A001580,Santuario Histórico de Machu Picchu,en,accesibilidad,"This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.","aspecto: accesibilidad reseña: This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",negativo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_8f4b687d333388d2,A000022,Monasterio de Santa Catalina,es,atractivos,"Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.","aspecto: atractivos reseña: Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_8f4b687d333388d2,A000023,Monasterio de Santa Catalina,es,costos,"Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.","aspecto: costos reseña: Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_8f4b687d333388d2,A000024,Monasterio de Santa Catalina,es,atencion_servicio,"Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.","aspecto: atencion_servicio reseña: Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_25e8d232051bdb0e,A000025,Reserva Nacional de Paracas,en,atractivos,Great place little small but beautiful. Totally worth it. Driving experience through Paracas Reserve was exciting also.,aspecto: atractivos reseña: Great place little small but beautiful. Totally worth it. Driving experience through Paracas Reserve was exciting also.,positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_357458f194abf457,A000026,Santuario Histórico de Machu Picchu,es,gastronomia,"Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.","aspecto: gastronomia reseña: Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.",neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_357458f194abf457,A001581,Santuario Histórico de Machu Picchu,es,atractivos,"Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.","aspecto: atractivos reseña: Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_9429c0163a8dc0ab,A001582,Líneas y Geoglifos de Nasca y Palpa,es,atractivos,En el viaje Astral en las termas calientes del Nazca se llega a un estado Zen.Gracias a los cuencos Tibetanos y al Chamán...Donde el espíritu vuela y deja ver desde el cielo estas lineas tan bonitas y enigmáticas que con el secreto del desierto de Atacama.Va de perlas para la gente...🛩,aspecto: atractivos reseña: En el viaje Astral en las termas calientes del Nazca se llega a un estado Zen.Gracias a los cuencos Tibetanos y al Chamán...Donde el espíritu vuela y deja ver desde el cielo estas lineas tan bonitas y enigmáticas que con el secreto del desierto de Atacama.Va de perlas para la gente...🛩,neutro,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_3a4a0ddffe0a8f14,A000028,Centro Histórico de Lima,es,limpieza,"Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO","aspecto: limpieza reseña: Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_3a4a0ddffe0a8f14,A001583,Centro Histórico de Lima,es,accesibilidad,"Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO","aspecto: accesibilidad reseña: Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO",negativo,acuerdo_total_3_de_3,mayoria_2_de_3
gm_923d72d53ae5b757,A000029,Monasterio de Santa Catalina,es,atractivos,"Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎","aspecto: atractivos reseña: Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_923d72d53ae5b757,A001585,Monasterio de Santa Catalina,es,atencion_servicio,"Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎","aspecto: atencion_servicio reseña: Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_3f95d1016efe0ad1,A001586,Santuario Histórico de Machu Picchu,en,atractivos,Awesome. One of the sites that was in my bucket list. Visit in the morning and watch the sunrise here. It is cooler and much more pleasant.,aspecto: atractivos reseña: Awesome. One of the sites that was in my bucket list. Visit in the morning and watch the sunrise here. It is cooler and much more pleasant.,positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_20bf155f0094f08f,A001587,Circuito Mágico del Agua,en,atractivos,A nice park to come at night with your friends or loved ones. Truly magic place!,aspecto: atractivos reseña: A nice park to come at night with your friends or loved ones. Truly magic place!,positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_66889e6a9e7e46d1,A001588,Circuito Mágico del Agua,en,atractivos,"For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.","aspecto: atractivos reseña: For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_66889e6a9e7e46d1,A001589,Circuito Mágico del Agua,en,costos,"For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.","aspecto: costos reseña: For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_66889e6a9e7e46d1,A001590,Circuito Mágico del Agua,en,accesibilidad,"For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.","aspecto: accesibilidad reseña: For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
gm_ee3c31aad43fa93c,A000033,Centro Histórico de Lima,en,gastronomia,"Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.","aspecto: gastronomia reseña: Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.",positivo,acuerdo_total_3_de_3,acuerdo_total_3_de_3
