annotation_id,review_uid,destination,language_review,text_clean,aspecto,input_modelo,label
gm_79cc26cd7826db74__atencion_servicio,gm_79cc26cd7826db74,Museo de Sitio Huaca Pucllana,es,"Vale la pena pagar la entrada. El circuito es muy ordenado, siempre con guía, español o ingles, solo hay que esperar. Tiene un pequeño museo, tiene un huerto con algunas plantas típicas del Perú. También hay tiendas de recuerdos, pero también los puedes encontrar en los mercados incas. La guía muy amable y sabía bastante, hasta la llama se le acerco a preguntar. El recorrido es cerca de una hora. Recomendado si visitas Lima. También cuenta con un restaurante, pero yo solo visite la huaca. ^^""",atencion_servicio,"aspecto: atencion_servicio reseña: Vale la pena pagar la entrada. El circuito es muy ordenado, siempre con guía, español o ingles, solo hay que esperar. Tiene un pequeño museo, tiene un huerto con algunas plantas típicas del Perú. También hay tiendas de recuerdos, pero también los puedes encontrar en los mercados incas. La guía muy amable y sabía bastante, hasta la llama se le acerco a preguntar. El recorrido es cerca de una hora. Recomendado si visitas Lima. También cuenta con un restaurante, pero yo solo visite la huaca. ^^""",positivo
gm_79cc26cd7826db74__gastronomia,gm_79cc26cd7826db74,Museo de Sitio Huaca Pucllana,es,"Vale la pena pagar la entrada. El circuito es muy ordenado, siempre con guía, español o ingles, solo hay que esperar. Tiene un pequeño museo, tiene un huerto con algunas plantas típicas del Perú. También hay tiendas de recuerdos, pero también los puedes encontrar en los mercados incas. La guía muy amable y sabía bastante, hasta la llama se le acerco a preguntar. El recorrido es cerca de una hora. Recomendado si visitas Lima. También cuenta con un restaurante, pero yo solo visite la huaca. ^^""",gastronomia,"aspecto: gastronomia reseña: Vale la pena pagar la entrada. El circuito es muy ordenado, siempre con guía, español o ingles, solo hay que esperar. Tiene un pequeño museo, tiene un huerto con algunas plantas típicas del Perú. También hay tiendas de recuerdos, pero también los puedes encontrar en los mercados incas. La guía muy amable y sabía bastante, hasta la llama se le acerco a preguntar. El recorrido es cerca de una hora. Recomendado si visitas Lima. También cuenta con un restaurante, pero yo solo visite la huaca. ^^""",neutro
gm_79cc26cd7826db74__aforo_multitudes,gm_79cc26cd7826db74,Museo de Sitio Huaca Pucllana,es,"Vale la pena pagar la entrada. El circuito es muy ordenado, siempre con guía, español o ingles, solo hay que esperar. Tiene un pequeño museo, tiene un huerto con algunas plantas típicas del Perú. También hay tiendas de recuerdos, pero también los puedes encontrar en los mercados incas. La guía muy amable y sabía bastante, hasta la llama se le acerco a preguntar. El recorrido es cerca de una hora. Recomendado si visitas Lima. También cuenta con un restaurante, pero yo solo visite la huaca. ^^""",aforo_multitudes,"aspecto: aforo_multitudes reseña: Vale la pena pagar la entrada. El circuito es muy ordenado, siempre con guía, español o ingles, solo hay que esperar. Tiene un pequeño museo, tiene un huerto con algunas plantas típicas del Perú. También hay tiendas de recuerdos, pero también los puedes encontrar en los mercados incas. La guía muy amable y sabía bastante, hasta la llama se le acerco a preguntar. El recorrido es cerca de una hora. Recomendado si visitas Lima. También cuenta con un restaurante, pero yo solo visite la huaca. ^^""",neutro
gm_85ee9f0e73ea0410__atractivos,gm_85ee9f0e73ea0410,Santuario Histórico de Machu Picchu,es,Una joya. La riquísima historia inca reflejada en cada rincón del santuario. Fácil de recorrer. Ideal para esa foto que no debe faltar en tu álbum. Recomiendo hacerlo con uno de los guías que ofrecen sus servicios web la entrada para que la experiencia cobre el sentido histórico que tienen las ruinas.,atractivos,aspecto: atractivos reseña: Una joya. La riquísima historia inca reflejada en cada rincón del santuario. Fácil de recorrer. Ideal para esa foto que no debe faltar en tu álbum. Recomiendo hacerlo con uno de los guías que ofrecen sus servicios web la entrada para que la experiencia cobre el sentido histórico que tienen las ruinas.,positivo
gm_85ee9f0e73ea0410__costos,gm_85ee9f0e73ea0410,Santuario Histórico de Machu Picchu,es,Una joya. La riquísima historia inca reflejada en cada rincón del santuario. Fácil de recorrer. Ideal para esa foto que no debe faltar en tu álbum. Recomiendo hacerlo con uno de los guías que ofrecen sus servicios web la entrada para que la experiencia cobre el sentido histórico que tienen las ruinas.,costos,aspecto: costos reseña: Una joya. La riquísima historia inca reflejada en cada rincón del santuario. Fácil de recorrer. Ideal para esa foto que no debe faltar en tu álbum. Recomiendo hacerlo con uno de los guías que ofrecen sus servicios web la entrada para que la experiencia cobre el sentido histórico que tienen las ruinas.,neutro
gm_85ee9f0e73ea0410__atencion_servicio,gm_85ee9f0e73ea0410,Santuario Histórico de Machu Picchu,es,Una joya. La riquísima historia inca reflejada en cada rincón del santuario. Fácil de recorrer. Ideal para esa foto que no debe faltar en tu álbum. Recomiendo hacerlo con uno de los guías que ofrecen sus servicios web la entrada para que la experiencia cobre el sentido histórico que tienen las ruinas.,atencion_servicio,aspecto: atencion_servicio reseña: Una joya. La riquísima historia inca reflejada en cada rincón del santuario. Fácil de recorrer. Ideal para esa foto que no debe faltar en tu álbum. Recomiendo hacerlo con uno de los guías que ofrecen sus servicios web la entrada para que la experiencia cobre el sentido histórico que tienen las ruinas.,neutro
gm_c4d4bee3c939ab03__atractivos,gm_c4d4bee3c939ab03,Museo de Sitio Huaca Pucllana,es,Muy bello lugar arqueológico y los más impresionante que se ubica en el centro de lima. Recomiendo no perderse esta visita y conocer un poco más de las culturas antiguas que habitaron esta zona. La visita es guiada y te van explicando con detalles lo que ahí hubo.,atractivos,aspecto: atractivos reseña: Muy bello lugar arqueológico y los más impresionante que se ubica en el centro de lima. Recomiendo no perderse esta visita y conocer un poco más de las culturas antiguas que habitaron esta zona. La visita es guiada y te van explicando con detalles lo que ahí hubo.,positivo
gm_c4d4bee3c939ab03__atencion_servicio,gm_c4d4bee3c939ab03,Museo de Sitio Huaca Pucllana,es,Muy bello lugar arqueológico y los más impresionante que se ubica en el centro de lima. Recomiendo no perderse esta visita y conocer un poco más de las culturas antiguas que habitaron esta zona. La visita es guiada y te van explicando con detalles lo que ahí hubo.,atencion_servicio,aspecto: atencion_servicio reseña: Muy bello lugar arqueológico y los más impresionante que se ubica en el centro de lima. Recomiendo no perderse esta visita y conocer un poco más de las culturas antiguas que habitaron esta zona. La visita es guiada y te van explicando con detalles lo que ahí hubo.,neutro
gm_13f093b5a3cdc75f__atractivos,gm_13f093b5a3cdc75f,Centro Histórico de Lima,es,Lugar històrico del país el cual viendolo desde el punto de vista estético considero que la alcaldía ha sabido mantenerlo bien de cara al turismo que genera tanto del exterior como del interior del país. Sugiero que marca Perú deberìa de asomarse para hacer mucha más propaganda de cara a los muchos turistas extranjeros que llegan a dicho punto. No sé. Es mi humilde opinión.☝🏻,atractivos,aspecto: atractivos reseña: Lugar històrico del país el cual viendolo desde el punto de vista estético considero que la alcaldía ha sabido mantenerlo bien de cara al turismo que genera tanto del exterior como del interior del país. Sugiero que marca Perú deberìa de asomarse para hacer mucha más propaganda de cara a los muchos turistas extranjeros que llegan a dicho punto. No sé. Es mi humilde opinión.☝🏻,positivo
gm_13f093b5a3cdc75f__costos,gm_13f093b5a3cdc75f,Centro Histórico de Lima,es,Lugar històrico del país el cual viendolo desde el punto de vista estético considero que la alcaldía ha sabido mantenerlo bien de cara al turismo que genera tanto del exterior como del interior del país. Sugiero que marca Perú deberìa de asomarse para hacer mucha más propaganda de cara a los muchos turistas extranjeros que llegan a dicho punto. No sé. Es mi humilde opinión.☝🏻,costos,aspecto: costos reseña: Lugar històrico del país el cual viendolo desde el punto de vista estético considero que la alcaldía ha sabido mantenerlo bien de cara al turismo que genera tanto del exterior como del interior del país. Sugiero que marca Perú deberìa de asomarse para hacer mucha más propaganda de cara a los muchos turistas extranjeros que llegan a dicho punto. No sé. Es mi humilde opinión.☝🏻,positivo
gm_0ae8d8791d567b30__atractivos,gm_0ae8d8791d567b30,Santuario Histórico de Machu Picchu,en,"Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",atractivos,"aspecto: atractivos reseña: Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",positivo
gm_0ae8d8791d567b30__costos,gm_0ae8d8791d567b30,Santuario Histórico de Machu Picchu,en,"Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",costos,"aspecto: costos reseña: Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",negativo
gm_0ae8d8791d567b30__accesibilidad,gm_0ae8d8791d567b30,Santuario Histórico de Machu Picchu,en,"Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",accesibilidad,"aspecto: accesibilidad reseña: Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",negativo
gm_0ae8d8791d567b30__clima,gm_0ae8d8791d567b30,Santuario Histórico de Machu Picchu,en,"Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",clima,"aspecto: clima reseña: Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",positivo
gm_0ae8d8791d567b30__aforo_multitudes,gm_0ae8d8791d567b30,Santuario Histórico de Machu Picchu,en,"Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",aforo_multitudes,"aspecto: aforo_multitudes reseña: Amazing ruins of the ancient holy city of Incas. The place doesn't need any explanation, it's among 7 world wonders and very well known. However I believe the local authorities did exploited this place too much without caring too much about the experience of the visit. Although the daily capacity of visitors is capped this place looks way to busy and filled with people who are just there to make selfies. My suggestion is to reach it via Inca trail, even just the last piece of the trekking, so that you can see it from the top of Porta del Sol. Lastly the entry costs have crazly skyrocket in last 10 years with little if no sense.",negativo
gm_eb1deeba84f5bfce__atractivos,gm_eb1deeba84f5bfce,Circuito Mágico del Agua,en,"If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit.",atractivos,"aspecto: atractivos reseña: If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit.",negativo
gm_eb1deeba84f5bfce__accesibilidad,gm_eb1deeba84f5bfce,Circuito Mágico del Agua,en,"If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit.",accesibilidad,"aspecto: accesibilidad reseña: If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit.",negativo
gm_eb1deeba84f5bfce__aforo_multitudes,gm_eb1deeba84f5bfce,Circuito Mágico del Agua,en,"If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit.",aforo_multitudes,"aspecto: aforo_multitudes reseña: If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit.",negativo
gm_fa7b7bccc6501984__atractivos,gm_fa7b7bccc6501984,Valle del Colca,es,"Para los amantes del trekking, es una excelente opción. Vale la pena el esfuerzo y el tiempo.",atractivos,"aspecto: atractivos reseña: Para los amantes del trekking, es una excelente opción. Vale la pena el esfuerzo y el tiempo.",positivo
gm_fa7b7bccc6501984__costos,gm_fa7b7bccc6501984,Valle del Colca,es,"Para los amantes del trekking, es una excelente opción. Vale la pena el esfuerzo y el tiempo.",costos,"aspecto: costos reseña: Para los amantes del trekking, es una excelente opción. Vale la pena el esfuerzo y el tiempo.",positivo
gm_a8e6020917adf16d__atractivos,gm_a8e6020917adf16d,Valle del Colca,es,"Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",atractivos,"aspecto: atractivos reseña: Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",positivo
gm_a8e6020917adf16d__accesibilidad,gm_a8e6020917adf16d,Valle del Colca,es,"Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",accesibilidad,"aspecto: accesibilidad reseña: Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",neutro
gm_a8e6020917adf16d__limpieza,gm_a8e6020917adf16d,Valle del Colca,es,"Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",limpieza,"aspecto: limpieza reseña: Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",neutro
gm_a8e6020917adf16d__atencion_servicio,gm_a8e6020917adf16d,Valle del Colca,es,"Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",atencion_servicio,"aspecto: atencion_servicio reseña: Lugar geográfico muy bonito. Pero faltan más lugares para que el turista espere los buses de los tours en la sombra. El paradero de buses debería tener un toldo, baño, etc.",neutro
gm_0e77a2d5279d64cd__atractivos,gm_0e77a2d5279d64cd,Reserva Nacional de Paracas,es,La playa es muy bonita pero es solo eso y suele estar repleta y muy pequeña,atractivos,aspecto: atractivos reseña: La playa es muy bonita pero es solo eso y suele estar repleta y muy pequeña,negativo
gm_f9797b34befaea8e__clima,gm_f9797b34befaea8e,Ciudadela de Kuélap,es,Está muy bueno e interesante siempre con la ropa adecuada por el clima inestable,clima,aspecto: clima reseña: Está muy bueno e interesante siempre con la ropa adecuada por el clima inestable,neutro
gm_556802f56df63fa7__atractivos,gm_556802f56df63fa7,Valle del Colca,es,"Si estas cansado del trajin de la ciudad, ir al Cañon del colca va a ser algo relajante; te hara olvidar la urbe.",atractivos,"aspecto: atractivos reseña: Si estas cansado del trajin de la ciudad, ir al Cañon del colca va a ser algo relajante; te hara olvidar la urbe.",positivo
gm_a39c778437d4f620__atractivos,gm_a39c778437d4f620,Santuario Histórico de Machu Picchu,en,"I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon",atractivos,"aspecto: atractivos reseña: I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon",positivo
gm_a39c778437d4f620__seguridad,gm_a39c778437d4f620,Santuario Histórico de Machu Picchu,en,"I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon",seguridad,"aspecto: seguridad reseña: I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon",neutro
gm_a39c778437d4f620__accesibilidad,gm_a39c778437d4f620,Santuario Histórico de Machu Picchu,en,"I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon",accesibilidad,"aspecto: accesibilidad reseña: I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon",negativo
