annotation_id,review_uid,destination,language_review,text_clean,aspecto,input_modelo,label
A000017,gm_ff75e71c505d8535,Valle del Colca,es,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",accesibilidad,"aspecto: accesibilidad reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo
A000018,gm_ff75e71c505d8535,Valle del Colca,es,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",atencion_servicio,"aspecto: atencion_servicio reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo
A001575,gm_ff75e71c505d8535,Valle del Colca,es,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",atractivos,"aspecto: atractivos reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo
A001576,gm_ff75e71c505d8535,Valle del Colca,es,"La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",gastronomia,"aspecto: gastronomia reseña: La verdad no sé porque cobran entrada que varía de 10 a 60 soles sino no brindan un buen servicio hay tramos de carretera en mal estado, se maltrata al turista no le dejan opciones, no he encontrado en la ruta ninguna panadería y eso que el valle produce trigo no da opciones para almorzar solo platos a la carta y buffet.",negativo
A001577,gm_743a1836654b9a1b,Valle del Colca,es,Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,atractivos,aspecto: atractivos reseña: Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,neutro
A001578,gm_743a1836654b9a1b,Valle del Colca,es,Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,limpieza,aspecto: limpieza reseña: Super lindo si les recomiendo es un lugar acogedor y fresca de toda contaminación,neutro
A000020,gm_f705f9a88b8f2223,Santuario Histórico de Machu Picchu,en,"This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",costos,"aspecto: costos reseña: This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",negativo
A001579,gm_f705f9a88b8f2223,Santuario Histórico de Machu Picchu,en,"This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",atractivos,"aspecto: atractivos reseña: This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",negativo
A001580,gm_f705f9a88b8f2223,Santuario Histórico de Machu Picchu,en,"This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",accesibilidad,"aspecto: accesibilidad reseña: This place is very very expansive and not worse the money, the entrace is 152 sol. If you take a train its cost 65 dollars and bus to machu picchu is 24 dollars. ->If you want to save money<- We make everything without the train and bus. You need to arrive to santa teresa then to the electric station and then walk like 8 km to the entrace and then more like 1.5 km to the top of machu picchu. Buy tickets before or you will need to go the agua calientes and buy there(more 40 minuts walk). Total trip taked us 20 km.",negativo
A000022,gm_8f4b687d333388d2,Monasterio de Santa Catalina,es,"Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",atractivos,"aspecto: atractivos reseña: Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",positivo
A000023,gm_8f4b687d333388d2,Monasterio de Santa Catalina,es,"Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",costos,"aspecto: costos reseña: Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",neutro
A000024,gm_8f4b687d333388d2,Monasterio de Santa Catalina,es,"Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",atencion_servicio,"aspecto: atencion_servicio reseña: Interesante, fue muy bonita experiencia. La entrada cuesta 30 soles, me perece un poco excesiva, teniendo en cuenta que Np incluye explicación de una guía que considero es básica para entender la historia del lugar, la guía corre por cuenta propia y por lo general te cobra de 5 a 10 soles por persona.",neutro
A000025,gm_25e8d232051bdb0e,Reserva Nacional de Paracas,en,Great place little small but beautiful. Totally worth it. Driving experience through Paracas Reserve was exciting also.,atractivos,aspecto: atractivos reseña: Great place little small but beautiful. Totally worth it. Driving experience through Paracas Reserve was exciting also.,positivo
A000026,gm_357458f194abf457,Santuario Histórico de Machu Picchu,es,"Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.",gastronomia,"aspecto: gastronomia reseña: Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.",neutro
A001581,gm_357458f194abf457,Santuario Histórico de Machu Picchu,es,"Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.",atractivos,"aspecto: atractivos reseña: Un lugar maravilloso en medio de montañas donde puedes apreciar una construcción antigua de piedras ,todo es magia✨️ Lleven bloqueador lentes sombrero y repelente hay muchos mosquitos qe si eres alérgico serás comida fácil.",positivo
A001582,gm_9429c0163a8dc0ab,Líneas y Geoglifos de Nasca y Palpa,es,En el viaje Astral en las termas calientes del Nazca se llega a un estado Zen.Gracias a los cuencos Tibetanos y al Chamán...Donde el espíritu vuela y deja ver desde el cielo estas lineas tan bonitas y enigmáticas que con el secreto del desierto de Atacama.Va de perlas para la gente...🛩,atractivos,aspecto: atractivos reseña: En el viaje Astral en las termas calientes del Nazca se llega a un estado Zen.Gracias a los cuencos Tibetanos y al Chamán...Donde el espíritu vuela y deja ver desde el cielo estas lineas tan bonitas y enigmáticas que con el secreto del desierto de Atacama.Va de perlas para la gente...🛩,neutro
A000028,gm_3a4a0ddffe0a8f14,Centro Histórico de Lima,es,"Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO",limpieza,"aspecto: limpieza reseña: Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO",positivo
A001583,gm_3a4a0ddffe0a8f14,Centro Histórico de Lima,es,"Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO",accesibilidad,"aspecto: accesibilidad reseña: Muy limpio y cuidado ,pero esta restringido el ingreso,es la única Pkaza Mayor en el mundo que no se puede ingresar so PRETEXTO",positivo
A000029,gm_923d72d53ae5b757,Monasterio de Santa Catalina,es,"Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎",atractivos,"aspecto: atractivos reseña: Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎",positivo
A001585,gm_923d72d53ae5b757,Monasterio de Santa Catalina,es,"Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎",atencion_servicio,"aspecto: atencion_servicio reseña: Un punto favorito..para conocer más sobre la historia de Arequipa, la influencia jerárquica familiar, que una mujer podía dar a su familia, siendo monjita! 😲 La construcción es hermosa y de todas te recomiendo tour guiado,las guías son excelentes!🙌sus relatos te transportan a otras épocas😎",positivo
A001586,gm_3f95d1016efe0ad1,Santuario Histórico de Machu Picchu,en,Awesome. One of the sites that was in my bucket list. Visit in the morning and watch the sunrise here. It is cooler and much more pleasant.,atractivos,aspecto: atractivos reseña: Awesome. One of the sites that was in my bucket list. Visit in the morning and watch the sunrise here. It is cooler and much more pleasant.,positivo
A001587,gm_20bf155f0094f08f,Circuito Mágico del Agua,en,A nice park to come at night with your friends or loved ones. Truly magic place!,atractivos,aspecto: atractivos reseña: A nice park to come at night with your friends or loved ones. Truly magic place!,positivo
A001588,gm_66889e6a9e7e46d1,Circuito Mágico del Agua,en,"For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",atractivos,"aspecto: atractivos reseña: For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",positivo
A001589,gm_66889e6a9e7e46d1,Circuito Mágico del Agua,en,"For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",costos,"aspecto: costos reseña: For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",positivo
A001590,gm_66889e6a9e7e46d1,Circuito Mágico del Agua,en,"For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",accesibilidad,"aspecto: accesibilidad reseña: For s/8 per person (approximately $2 US) this place is a great ""must see"" water fountain park that's best viewed after dark because of the light effects. Great for small children and families. Bring your swim suit and a towel and change of clothes if you decide to enjoy the fountains you can walk through. They close at 10pm, but we realized it's only takes about an hour to 90 minutes to walk through and appreciate each of the sites. Glad we decided to add this place to our list of places to see.",positivo
A000033,gm_ee3c31aad43fa93c,Centro Histórico de Lima,en,"Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.",gastronomia,"aspecto: gastronomia reseña: Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.",positivo
A001591,gm_ee3c31aad43fa93c,Centro Histórico de Lima,en,"Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.",atractivos,"aspecto: atractivos reseña: Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.",positivo
A001592,gm_ee3c31aad43fa93c,Centro Histórico de Lima,en,"Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.",aforo_multitudes,"aspecto: aforo_multitudes reseña: Very lively place, full of colonial architecture: historical buildings, squares, and churches. There are also lots of options for shopping and having some delicious food.",positivo
A000034,gm_7869a4487a73d3dc,Monasterio de Santa Catalina,en,"The place is beautiful, a lot of really nice pizza ovens, but didn't really worth the 45 soles entrance fees. It's also a shame we have to leave the place at 6pm, when all the nuns pizza party begin, because I would really love to attend one of these underground crazy party. Also the jacuzzi was closed when I went.",atractivos,"aspecto: atractivos reseña: The place is beautiful, a lot of really nice pizza ovens, but didn't really worth the 45 soles entrance fees. It's also a shame we have to leave the place at 6pm, when all the nuns pizza party begin, because I would really love to attend one of these underground crazy party. Also the jacuzzi was closed when I went.",negativo
A001593,gm_7869a4487a73d3dc,Monasterio de Santa Catalina,en,"The place is beautiful, a lot of really nice pizza ovens, but didn't really worth the 45 soles entrance fees. It's also a shame we have to leave the place at 6pm, when all the nuns pizza party begin, because I would really love to attend one of these underground crazy party. Also the jacuzzi was closed when I went.",costos,"aspecto: costos reseña: The place is beautiful, a lot of really nice pizza ovens, but didn't really worth the 45 soles entrance fees. It's also a shame we have to leave the place at 6pm, when all the nuns pizza party begin, because I would really love to attend one of these underground crazy party. Also the jacuzzi was closed when I went.",negativo
A001594,gm_7869a4487a73d3dc,Monasterio de Santa Catalina,en,"The place is beautiful, a lot of really nice pizza ovens, but didn't really worth the 45 soles entrance fees. It's also a shame we have to leave the place at 6pm, when all the nuns pizza party begin, because I would really love to attend one of these underground crazy party. Also the jacuzzi was closed when I went.",accesibilidad,"aspecto: accesibilidad reseña: The place is beautiful, a lot of really nice pizza ovens, but didn't really worth the 45 soles entrance fees. It's also a shame we have to leave the place at 6pm, when all the nuns pizza party begin, because I would really love to attend one of these underground crazy party. Also the jacuzzi was closed when I went.",negativo
A000035,gm_4a62a35d85125d8a,Ciudadela de Kuélap,es,Te cobran 15 soles para visitar la fortaleza...llegas a la entrada principal y te dicen que ya no tienes tiempo para visitar es un ROBO .. Pregunto porque me vendieron una entrada si sabian que ya no habia tiempo ???? Muy mal .,costos,aspecto: costos reseña: Te cobran 15 soles para visitar la fortaleza...llegas a la entrada principal y te dicen que ya no tienes tiempo para visitar es un ROBO .. Pregunto porque me vendieron una entrada si sabian que ya no habia tiempo ???? Muy mal .,negativo
